model,pose,f1,precision,recall,support
QuadraticDiscriminantAnalysis,garudasana,0.7407407407407407,0.6451612903225806,0.8695652173913043,23.0
SVC,garudasana,0.8076923076923076,0.7241379310344828,0.9130434782608695,23.0
RandomForestClassifier,garudasana,0.84,0.7777777777777778,0.9130434782608695,23.0
KNeighborsClassifier,garudasana,0.8749999999999999,0.84,0.9130434782608695,23.0
MLPClassifier,garudasana,0.8749999999999999,0.84,0.9130434782608695,23.0
GaussianNB,garudasana,0.9166666666666666,0.88,0.9565217391304348,23.0
AdaBoostClassifier,gomukhasana,0.0,0.0,0.0,22.0
QuadraticDiscriminantAnalysis,gomukhasana,0.8301886792452831,0.7096774193548387,1.0,22.0
DecisionTreeClassifier,gomukhasana,0.8695652173913043,0.8333333333333334,0.9090909090909091,22.0
GaussianNB,gomukhasana,0.8695652173913043,0.8333333333333334,0.9090909090909091,22.0
SVC,gomukhasana,0.888888888888889,0.8695652173913043,0.9090909090909091,22.0
KNeighborsClassifier,gomukhasana,0.9130434782608695,0.875,0.9545454545454546,22.0
MLPClassifier,gomukhasana,0.9361702127659575,0.88,1.0,22.0
RandomForestClassifier,gomukhasana,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
AdaBoostClassifier,halasana,0.0,0.0,0.0,20.0
DecisionTreeClassifier,halasana,0.7142857142857143,0.6818181818181818,0.75,20.0
KNeighborsClassifier,halasana,0.7647058823529412,0.9285714285714286,0.65,20.0
QuadraticDiscriminantAnalysis,halasana,0.7647058823529412,0.9285714285714286,0.65,20.0
GaussianNB,halasana,0.8,0.9333333333333333,0.7,20.0
MLPClassifier,halasana,0.8108108108108107,0.8823529411764706,0.75,20.0
SVC,halasana,0.8571428571428571,1.0,0.75,20.0
RandomForestClassifier,halasana,0.9189189189189189,1.0,0.85,20.0
AdaBoostClassifier,hanumanasana,0.0,0.0,0.0,10.0
QuadraticDiscriminantAnalysis,hanumanasana,0.0,0.0,0.0,10.0
DecisionTreeClassifier,hanumanasana,0.4444444444444445,0.5,0.4,10.0
RandomForestClassifier,hanumanasana,0.64,0.5333333333333333,0.8,10.0
MLPClassifier,hanumanasana,0.6666666666666665,0.75,0.6,10.0
KNeighborsClassifier,hanumanasana,0.7272727272727272,0.6666666666666666,0.8,10.0
SVC,hanumanasana,0.7368421052631577,0.7777777777777778,0.7,10.0
GaussianNB,hanumanasana,0.7368421052631577,0.7777777777777778,0.7,10.0
AdaBoostClassifier,janu sirsasana,0.0,0.0,0.0,14.0
QuadraticDiscriminantAnalysis,janu sirsasana,0.0,0.0,0.0,14.0
DecisionTreeClassifier,janu sirsasana,0.1935483870967742,0.17647058823529413,0.21428571428571427,14.0
GaussianNB,janu sirsasana,0.3333333333333333,0.75,0.21428571428571427,14.0
RandomForestClassifier,janu sirsasana,0.4761904761904762,0.7142857142857143,0.35714285714285715,14.0
KNeighborsClassifier,janu sirsasana,0.64,0.7272727272727273,0.5714285714285714,14.0
MLPClassifier,janu sirsasana,0.6666666666666666,1.0,0.5,14.0
SVC,janu sirsasana,0.8333333333333333,1.0,0.7142857142857143,14.0
AdaBoostClassifier,kapotasana,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,kapotasana,0.4,0.2641509433962264,0.8235294117647058,17.0
DecisionTreeClassifier,kapotasana,0.5,0.43478260869565216,0.5882352941176471,17.0
MLPClassifier,kapotasana,0.7619047619047621,0.64,0.9411764705882353,17.0
GaussianNB,kapotasana,0.7647058823529412,0.7647058823529411,0.7647058823529411,17.0
KNeighborsClassifier,kapotasana,0.7741935483870968,0.8571428571428571,0.7058823529411765,17.0
SVC,kapotasana,0.8000000000000002,0.9230769230769231,0.7058823529411765,17.0
RandomForestClassifier,kapotasana,0.8888888888888888,0.8421052631578947,0.9411764705882353,17.0
AdaBoostClassifier,krounchasana,0.0,0.0,0.0,13.0
QuadraticDiscriminantAnalysis,krounchasana,0.0,0.0,0.0,13.0
KNeighborsClassifier,krounchasana,0.5555555555555556,1.0,0.38461538461538464,13.0
DecisionTreeClassifier,krounchasana,0.5806451612903226,0.5,0.6923076923076923,13.0
MLPClassifier,krounchasana,0.8148148148148148,0.7857142857142857,0.8461538461538461,13.0
GaussianNB,krounchasana,0.8333333333333333,0.9090909090909091,0.7692307692307693,13.0
SVC,krounchasana,0.8695652173913044,1.0,0.7692307692307693,13.0
RandomForestClassifier,krounchasana,0.8695652173913044,1.0,0.7692307692307693,13.0
AdaBoostClassifier,kurmasana,0.0,0.0,0.0,12.0
QuadraticDiscriminantAnalysis,kurmasana,0.0,0.0,0.0,12.0
SVC,kurmasana,0.2857142857142857,1.0,0.16666666666666666,12.0
GaussianNB,kurmasana,0.28571428571428575,0.3333333333333333,0.25,12.0
MLPClassifier,kurmasana,0.3,0.375,0.25,12.0
DecisionTreeClassifier,kurmasana,0.3703703703703704,0.3333333333333333,0.4166666666666667,12.0
KNeighborsClassifier,kurmasana,0.4,0.5,0.3333333333333333,12.0
RandomForestClassifier,kurmasana,0.8571428571428571,1.0,0.75,12.0
AdaBoostClassifier,lolasana,0.0,0.0,0.0,11.0
QuadraticDiscriminantAnalysis,lolasana,0.0,0.0,0.0,11.0
DecisionTreeClassifier,lolasana,0.33333333333333337,0.3076923076923077,0.36363636363636365,11.0
GaussianNB,lolasana,0.4444444444444444,0.375,0.5454545454545454,11.0
SVC,lolasana,0.631578947368421,0.75,0.5454545454545454,11.0
KNeighborsClassifier,lolasana,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
MLPClassifier,lolasana,0.7500000000000001,0.6923076923076923,0.8181818181818182,11.0
RandomForestClassifier,lolasana,0.7999999999999999,0.8888888888888888,0.7272727272727273,11.0
AdaBoostClassifier,macro avg,0.00681706866467824,0.007278498105639847,0.022001557632398756,1799.0
QuadraticDiscriminantAnalysis,macro avg,0.3396392599393958,0.39499584568621665,0.36948979118572456,1799.0
DecisionTreeClassifier,macro avg,0.4773429617793586,0.48849690432818194,0.4793771851727036,1799.0
GaussianNB,macro avg,0.5448702349658213,0.5612075737699361,0.5637088381075226,1799.0
SVC,macro avg,0.6517720291730598,0.6729541347929038,0.6651671870017064,1799.0
MLPClassifier,macro avg,0.6570342713039187,0.6711291029029545,0.6651464568887511,1799.0
KNeighborsClassifier,macro avg,0.6886690189431542,0.7058012315006874,0.69226945208175,1799.0
RandomForestClassifier,macro avg,0.6940116033211189,0.7047538477919226,0.6995025502630989,1799.0
SVC,makara adho mukha svanasana,0.0,0.0,0.0,13.0
AdaBoostClassifier,makara adho mukha svanasana,0.0,0.0,0.0,13.0
QuadraticDiscriminantAnalysis,makara adho mukha svanasana,0.0,0.0,0.0,13.0
DecisionTreeClassifier,makara adho mukha svanasana,0.5384615384615384,0.5384615384615384,0.5384615384615384,13.0
KNeighborsClassifier,makara adho mukha svanasana,0.6923076923076923,0.6923076923076923,0.6923076923076923,13.0
GaussianNB,makara adho mukha svanasana,0.7142857142857142,0.6666666666666666,0.7692307692307693,13.0
RandomForestClassifier,makara adho mukha svanasana,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.0
MLPClassifier,makara adho mukha svanasana,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.0
AdaBoostClassifier,makarasana,0.0,0.0,0.0,17.0
GaussianNB,makarasana,0.28571428571428575,0.2777777777777778,0.29411764705882354,17.0
DecisionTreeClassifier,makarasana,0.5405405405405405,0.5,0.5882352941176471,17.0
SVC,makarasana,0.6,0.5217391304347826,0.7058823529411765,17.0
QuadraticDiscriminantAnalysis,makarasana,0.6399999999999999,1.0,0.47058823529411764,17.0
MLPClassifier,makarasana,0.6875,0.7333333333333333,0.6470588235294118,17.0
RandomForestClassifier,makarasana,0.7272727272727272,0.75,0.7058823529411765,17.0
KNeighborsClassifier,makarasana,0.7500000000000001,0.8,0.7058823529411765,17.0
AdaBoostClassifier,malasana,0.0,0.0,0.0,20.0
GaussianNB,malasana,0.5294117647058824,0.6428571428571429,0.45,20.0
DecisionTreeClassifier,malasana,0.5405405405405405,0.5882352941176471,0.5,20.0
QuadraticDiscriminantAnalysis,malasana,0.5555555555555556,0.625,0.5,20.0
MLPClassifier,malasana,0.5853658536585366,0.5714285714285714,0.6,20.0
SVC,malasana,0.5909090909090908,0.5416666666666666,0.65,20.0
KNeighborsClassifier,malasana,0.6222222222222222,0.56,0.7,20.0
RandomForestClassifier,malasana,0.65,0.65,0.65,20.0
AdaBoostClassifier,marichyasana i,0.0,0.0,0.0,15.0
QuadraticDiscriminantAnalysis,marichyasana i,0.0,0.0,0.0,15.0
DecisionTreeClassifier,marichyasana i,0.16666666666666669,0.2222222222222222,0.13333333333333333,15.0
GaussianNB,marichyasana i,0.2222222222222222,0.6666666666666666,0.13333333333333333,15.0
RandomForestClassifier,marichyasana i,0.5217391304347827,0.75,0.4,15.0
MLPClassifier,marichyasana i,0.5517241379310344,0.5714285714285714,0.5333333333333333,15.0
SVC,marichyasana i,0.5925925925925926,0.6666666666666666,0.5333333333333333,15.0
KNeighborsClassifier,marichyasana i,0.64,0.8,0.5333333333333333,15.0
AdaBoostClassifier,marichyasana iii,0.0,0.0,0.0,10.0
QuadraticDiscriminantAnalysis,marichyasana iii,0.0,0.0,0.0,10.0
GaussianNB,marichyasana iii,0.4,0.3333333333333333,0.5,10.0
SVC,marichyasana iii,0.5,0.6666666666666666,0.4,10.0
DecisionTreeClassifier,marichyasana iii,0.5185185185185185,0.4117647058823529,0.7,10.0
MLPClassifier,marichyasana iii,0.5263157894736842,0.5555555555555556,0.5,10.0
KNeighborsClassifier,marichyasana iii,0.5555555555555556,0.625,0.5,10.0
RandomForestClassifier,marichyasana iii,0.5714285714285713,0.5454545454545454,0.6,10.0
AdaBoostClassifier,marjaryasana,0.0,0.0,0.0,14.0
QuadraticDiscriminantAnalysis,marjaryasana,0.0,0.0,0.0,14.0
DecisionTreeClassifier,marjaryasana,0.08333333333333333,0.1,0.07142857142857142,14.0
RandomForestClassifier,marjaryasana,0.4444444444444445,0.46153846153846156,0.42857142857142855,14.0
SVC,marjaryasana,0.5,0.5,0.5,14.0
MLPClassifier,marjaryasana,0.5333333333333333,0.5,0.5714285714285714,14.0
KNeighborsClassifier,marjaryasana,0.5454545454545454,0.47368421052631576,0.6428571428571429,14.0
GaussianNB,marjaryasana,0.5806451612903226,0.5294117647058824,0.6428571428571429,14.0
AdaBoostClassifier,matsyasana,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,matsyasana,0.4347826086956522,0.8333333333333334,0.29411764705882354,17.0
DecisionTreeClassifier,matsyasana,0.55,0.4782608695652174,0.6470588235294118,17.0
KNeighborsClassifier,matsyasana,0.75,0.6521739130434783,0.8823529411764706,17.0
SVC,matsyasana,0.7999999999999999,0.7777777777777778,0.8235294117647058,17.0
GaussianNB,matsyasana,0.7999999999999999,0.6956521739130435,0.9411764705882353,17.0
MLPClassifier,matsyasana,0.8205128205128205,0.7272727272727273,0.9411764705882353,17.0
RandomForestClassifier,matsyasana,0.8421052631578947,0.7619047619047619,0.9411764705882353,17.0
AdaBoostClassifier,mayurasana,0.0,0.0,0.0,15.0
QuadraticDiscriminantAnalysis,mayurasana,0.0,0.0,0.0,15.0
GaussianNB,mayurasana,0.2424242424242424,0.2222222222222222,0.26666666666666666,15.0
DecisionTreeClassifier,mayurasana,0.26666666666666666,0.26666666666666666,0.26666666666666666,15.0
SVC,mayurasana,0.33333333333333337,0.4444444444444444,0.26666666666666666,15.0
MLPClassifier,mayurasana,0.4615384615384615,0.5454545454545454,0.4,15.0
RandomForestClassifier,mayurasana,0.606060606060606,0.5555555555555556,0.6666666666666666,15.0
KNeighborsClassifier,mayurasana,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.0
AdaBoostClassifier,natarajasana,0.0,0.0,0.0,22.0
QuadraticDiscriminantAnalysis,natarajasana,0.48837209302325585,0.328125,0.9545454545454546,22.0
DecisionTreeClassifier,natarajasana,0.5238095238095238,0.55,0.5,22.0
GaussianNB,natarajasana,0.6818181818181818,0.6818181818181818,0.6818181818181818,22.0
SVC,natarajasana,0.8444444444444444,0.8260869565217391,0.8636363636363636,22.0
MLPClassifier,natarajasana,0.8636363636363636,0.8636363636363636,0.8636363636363636,22.0
RandomForestClassifier,natarajasana,0.8780487804878049,0.9473684210526315,0.8181818181818182,22.0
KNeighborsClassifier,natarajasana,0.888888888888889,0.8695652173913043,0.9090909090909091,22.0
SVC,padangusthasana,0.0,0.0,0.0,5.0
RandomForestClassifier,padangusthasana,0.0,0.0,0.0,5.0
MLPClassifier,padangusthasana,0.0,0.0,0.0,5.0
AdaBoostClassifier,padangusthasana,0.0,0.0,0.0,5.0
GaussianNB,padangusthasana,0.0,0.0,0.0,5.0
QuadraticDiscriminantAnalysis,padangusthasana,0.0,0.0,0.0,5.0
DecisionTreeClassifier,padangusthasana,0.15384615384615385,0.125,0.2,5.0
KNeighborsClassifier,padangusthasana,0.4444444444444445,0.5,0.4,5.0
AdaBoostClassifier,padmasana,0.0,0.0,0.0,20.0
DecisionTreeClassifier,padmasana,0.47619047619047616,0.45454545454545453,0.5,20.0
GaussianNB,padmasana,0.4848484848484849,0.6153846153846154,0.4,20.0
QuadraticDiscriminantAnalysis,padmasana,0.65,0.65,0.65,20.0
KNeighborsClassifier,padmasana,0.6976744186046512,0.6521739130434783,0.75,20.0
RandomForestClassifier,padmasana,0.7142857142857143,0.6818181818181818,0.75,20.0
SVC,padmasana,0.7647058823529412,0.9285714285714286,0.65,20.0
MLPClassifier,padmasana,0.7692307692307692,0.7894736842105263,0.75,20.0
AdaBoostClassifier,parighasana,0.0,0.0,0.0,13.0
QuadraticDiscriminantAnalysis,parighasana,0.0,0.0,0.0,13.0
DecisionTreeClassifier,parighasana,0.5714285714285714,0.75,0.46153846153846156,13.0
GaussianNB,parighasana,0.7407407407407408,0.7142857142857143,0.7692307692307693,13.0
MLPClassifier,parighasana,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
KNeighborsClassifier,parighasana,0.8695652173913044,1.0,0.7692307692307693,13.0
SVC,parighasana,0.8799999999999999,0.9166666666666666,0.8461538461538461,13.0
RandomForestClassifier,parighasana,0.9166666666666666,1.0,0.8461538461538461,13.0
AdaBoostClassifier,paripurna navasana,0.0,0.0,0.0,20.0
QuadraticDiscriminantAnalysis,paripurna navasana,0.6101694915254238,0.46153846153846156,0.9,20.0
DecisionTreeClassifier,paripurna navasana,0.7647058823529412,0.9285714285714286,0.65,20.0
GaussianNB,paripurna navasana,0.7804878048780488,0.7619047619047619,0.8,20.0
RandomForestClassifier,paripurna navasana,0.8292682926829269,0.8095238095238095,0.85,20.0
KNeighborsClassifier,paripurna navasana,0.8837209302325583,0.8260869565217391,0.95,20.0
MLPClassifier,paripurna navasana,0.8947368421052632,0.9444444444444444,0.85,20.0
SVC,paripurna navasana,0.9230769230769231,0.9473684210526315,0.9,20.0
AdaBoostClassifier,parivrtta janu sirsasana,0.0,0.0,0.0,12.0
QuadraticDiscriminantAnalysis,parivrtta janu sirsasana,0.0,0.0,0.0,12.0
DecisionTreeClassifier,parivrtta janu sirsasana,0.380952380952381,0.4444444444444444,0.3333333333333333,12.0
RandomForestClassifier,parivrtta janu sirsasana,0.6206896551724139,0.5294117647058824,0.75,12.0
MLPClassifier,parivrtta janu sirsasana,0.64,0.6153846153846154,0.6666666666666666,12.0
GaussianNB,parivrtta janu sirsasana,0.6451612903225806,0.5263157894736842,0.8333333333333334,12.0
KNeighborsClassifier,parivrtta janu sirsasana,0.7142857142857143,0.625,0.8333333333333334,12.0
SVC,parivrtta janu sirsasana,0.7586206896551724,0.6470588235294118,0.9166666666666666,12.0
AdaBoostClassifier,parivrtta parsvakonasana,0.0,0.0,0.0,12.0
QuadraticDiscriminantAnalysis,parivrtta parsvakonasana,0.0,0.0,0.0,12.0
DecisionTreeClassifier,parivrtta parsvakonasana,0.3703703703703704,0.3333333333333333,0.4166666666666667,12.0
GaussianNB,parivrtta parsvakonasana,0.4615384615384615,0.42857142857142855,0.5,12.0
SVC,parivrtta parsvakonasana,0.5185185185185186,0.4666666666666667,0.5833333333333334,12.0
MLPClassifier,parivrtta parsvakonasana,0.5599999999999999,0.5384615384615384,0.5833333333333334,12.0
KNeighborsClassifier,parivrtta parsvakonasana,0.6086956521739131,0.6363636363636364,0.5833333333333334,12.0
RandomForestClassifier,parivrtta parsvakonasana,0.6086956521739131,0.6363636363636364,0.5833333333333334,12.0
AdaBoostClassifier,parivrtta trikonasana,0.0,0.0,0.0,19.0
GaussianNB,parivrtta trikonasana,0.372093023255814,0.3333333333333333,0.42105263157894735,19.0
DecisionTreeClassifier,parivrtta trikonasana,0.5142857142857142,0.5625,0.47368421052631576,19.0
MLPClassifier,parivrtta trikonasana,0.5882352941176471,0.6666666666666666,0.5263157894736842,19.0
QuadraticDiscriminantAnalysis,parivrtta trikonasana,0.6111111111111113,0.6470588235294118,0.5789473684210527,19.0
SVC,parivrtta trikonasana,0.6363636363636364,0.56,0.7368421052631579,19.0
KNeighborsClassifier,parivrtta trikonasana,0.6666666666666666,0.6086956521739131,0.7368421052631579,19.0
RandomForestClassifier,parivrtta trikonasana,0.6666666666666667,0.7058823529411765,0.631578947368421,19.0
AdaBoostClassifier,parsva bakasana,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,parsva bakasana,0.3,0.19047619047619047,0.7058823529411765,17.0
DecisionTreeClassifier,parsva bakasana,0.33333333333333337,0.38461538461538464,0.29411764705882354,17.0
KNeighborsClassifier,parsva bakasana,0.4827586206896552,0.5833333333333334,0.4117647058823529,17.0
GaussianNB,parsva bakasana,0.5454545454545455,0.5625,0.5294117647058824,17.0
SVC,parsva bakasana,0.5882352941176471,0.5882352941176471,0.5882352941176471,17.0
MLPClassifier,parsva bakasana,0.6666666666666667,0.631578947368421,0.7058823529411765,17.0
RandomForestClassifier,parsva bakasana,0.7142857142857143,0.6,0.8823529411764706,17.0
AdaBoostClassifier,parsvottanasana,0.0,0.0,0.0,10.0
QuadraticDiscriminantAnalysis,parsvottanasana,0.0,0.0,0.0,10.0
DecisionTreeClassifier,parsvottanasana,0.2105263157894737,0.2222222222222222,0.2,10.0
GaussianNB,parsvottanasana,0.5,0.5,0.5,10.0
KNeighborsClassifier,parsvottanasana,0.588235294117647,0.7142857142857143,0.5,10.0
MLPClassifier,parsvottanasana,0.625,0.8333333333333334,0.5,10.0
SVC,parsvottanasana,0.6666666666666665,0.75,0.6,10.0
RandomForestClassifier,parsvottanasana,0.7058823529411764,0.8571428571428571,0.6,10.0
AdaBoostClassifier,pasasana,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,pasasana,0.4166666666666667,0.7142857142857143,0.29411764705882354,17.0
DecisionTreeClassifier,pasasana,0.5454545454545455,0.5625,0.5294117647058824,17.0
GaussianNB,pasasana,0.5625,0.6,0.5294117647058824,17.0
KNeighborsClassifier,pasasana,0.6153846153846153,0.8888888888888888,0.47058823529411764,17.0
MLPClassifier,pasasana,0.6206896551724139,0.75,0.5294117647058824,17.0
SVC,pasasana,0.6666666666666667,0.7692307692307693,0.5882352941176471,17.0
RandomForestClassifier,pasasana,0.7586206896551724,0.9166666666666666,0.6470588235294118,17.0
AdaBoostClassifier,paschimottanasana,0.0,0.0,0.0,17.0
GaussianNB,paschimottanasana,0.48,0.75,0.35294117647058826,17.0
DecisionTreeClassifier,paschimottanasana,0.5333333333333333,0.6153846153846154,0.47058823529411764,17.0
MLPClassifier,paschimottanasana,0.625,0.6666666666666666,0.5882352941176471,17.0
RandomForestClassifier,paschimottanasana,0.6875,0.7333333333333333,0.6470588235294118,17.0
QuadraticDiscriminantAnalysis,paschimottanasana,0.7647058823529412,0.7647058823529411,0.7647058823529411,17.0
KNeighborsClassifier,paschimottanasana,0.7777777777777778,0.7368421052631579,0.8235294117647058,17.0
SVC,paschimottanasana,0.7999999999999999,0.7777777777777778,0.8235294117647058,17.0
AdaBoostClassifier,phalakasana,0.0,0.0,0.0,17.0
GaussianNB,phalakasana,0.0,0.0,0.0,17.0
MLPClassifier,phalakasana,0.0909090909090909,0.2,0.058823529411764705,17.0
QuadraticDiscriminantAnalysis,phalakasana,0.0909090909090909,0.2,0.058823529411764705,17.0
SVC,phalakasana,0.33333333333333337,0.3157894736842105,0.35294117647058826,17.0
DecisionTreeClassifier,phalakasana,0.34146341463414637,0.2916666666666667,0.4117647058823529,17.0
KNeighborsClassifier,phalakasana,0.35714285714285715,0.45454545454545453,0.29411764705882354,17.0
RandomForestClassifier,phalakasana,0.37037037037037035,0.5,0.29411764705882354,17.0
SVC,pincha mayurasana,0.0,0.0,0.0,10.0
AdaBoostClassifier,pincha mayurasana,0.0,0.0,0.0,10.0
QuadraticDiscriminantAnalysis,pincha mayurasana,0.0,0.0,0.0,10.0
GaussianNB,pincha mayurasana,0.45714285714285713,0.32,0.8,10.0
MLPClassifier,pincha mayurasana,0.4615384615384615,1.0,0.3,10.0
RandomForestClassifier,pincha mayurasana,0.6363636363636365,0.5833333333333334,0.7,10.0
DecisionTreeClassifier,pincha mayurasana,0.6666666666666666,1.0,0.5,10.0
KNeighborsClassifier,pincha mayurasana,0.6956521739130435,0.6153846153846154,0.8,10.0
AdaBoostClassifier,prasarita padottanasana,0.0,0.0,0.0,20.0
QuadraticDiscriminantAnalysis,prasarita padottanasana,0.7647058823529412,0.9285714285714286,0.65,20.0
MLPClassifier,prasarita padottanasana,0.8571428571428572,0.8181818181818182,0.9,20.0
DecisionTreeClassifier,prasarita padottanasana,0.8648648648648648,0.9411764705882353,0.8,20.0
RandomForestClassifier,prasarita padottanasana,0.8717948717948718,0.8947368421052632,0.85,20.0
GaussianNB,prasarita padottanasana,0.8717948717948718,0.8947368421052632,0.85,20.0
SVC,prasarita padottanasana,0.9,0.9,0.9,20.0
KNeighborsClassifier,prasarita padottanasana,0.9189189189189189,1.0,0.85,20.0
AdaBoostClassifier,purvottanasana,0.0,0.0,0.0,19.0
DecisionTreeClassifier,purvottanasana,0.6470588235294117,0.7333333333333333,0.5789473684210527,19.0
GaussianNB,purvottanasana,0.6666666666666666,0.5769230769230769,0.7894736842105263,19.0
MLPClassifier,purvottanasana,0.7804878048780488,0.7272727272727273,0.8421052631578947,19.0
QuadraticDiscriminantAnalysis,purvottanasana,0.7878787878787878,0.9285714285714286,0.6842105263157895,19.0
SVC,purvottanasana,0.7906976744186046,0.7083333333333334,0.8947368421052632,19.0
RandomForestClassifier,purvottanasana,0.8095238095238095,0.7391304347826086,0.8947368421052632,19.0
KNeighborsClassifier,purvottanasana,0.8500000000000001,0.8095238095238095,0.8947368421052632,19.0
AdaBoostClassifier,salabhasana,0.0,0.0,0.0,17.0
GaussianNB,salabhasana,0.39999999999999997,0.3888888888888889,0.4117647058823529,17.0
DecisionTreeClassifier,salabhasana,0.5625,0.6,0.5294117647058824,17.0
MLPClassifier,salabhasana,0.7,0.6086956521739131,0.8235294117647058,17.0
QuadraticDiscriminantAnalysis,salabhasana,0.7586206896551724,0.9166666666666666,0.6470588235294118,17.0
SVC,salabhasana,0.8000000000000002,0.9230769230769231,0.7058823529411765,17.0
RandomForestClassifier,salabhasana,0.8387096774193549,0.9285714285714286,0.7647058823529411,17.0
KNeighborsClassifier,salabhasana,0.8484848484848485,0.875,0.8235294117647058,17.0
AdaBoostClassifier,salamba bhujangasana,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,salamba bhujangasana,0.1,0.3333333333333333,0.058823529411764705,17.0
GaussianNB,salamba bhujangasana,0.36842105263157887,0.3333333333333333,0.4117647058823529,17.0
DecisionTreeClassifier,salamba bhujangasana,0.4666666666666667,0.5384615384615384,0.4117647058823529,17.0
RandomForestClassifier,salamba bhujangasana,0.5714285714285715,0.5555555555555556,0.5882352941176471,17.0
MLPClassifier,salamba bhujangasana,0.6060606060606061,0.625,0.5882352941176471,17.0
SVC,salamba bhujangasana,0.6666666666666667,0.7692307692307693,0.5882352941176471,17.0
KNeighborsClassifier,salamba bhujangasana,0.6875,0.7333333333333333,0.6470588235294118,17.0
AdaBoostClassifier,salamba sarvangasana,0.3305785123966942,0.19801980198019803,1.0,20.0
QuadraticDiscriminantAnalysis,salamba sarvangasana,0.6285714285714286,0.7333333333333333,0.55,20.0
DecisionTreeClassifier,salamba sarvangasana,0.631578947368421,0.6666666666666666,0.6,20.0
GaussianNB,salamba sarvangasana,0.6829268292682926,0.6666666666666666,0.7,20.0
MLPClassifier,salamba sarvangasana,0.7777777777777777,0.875,0.7,20.0
SVC,salamba sarvangasana,0.7804878048780488,0.7619047619047619,0.8,20.0
KNeighborsClassifier,salamba sarvangasana,0.8205128205128205,0.8421052631578947,0.8,20.0
RandomForestClassifier,salamba sarvangasana,0.8947368421052632,0.9444444444444444,0.85,20.0
AdaBoostClassifier,salamba sirsasana,0.16666666666666666,0.3333333333333333,0.1111111111111111,18.0
GaussianNB,salamba sirsasana,0.23076923076923078,0.375,0.16666666666666666,18.0
DecisionTreeClassifier,salamba sirsasana,0.5714285714285715,0.5882352941176471,0.5555555555555556,18.0
KNeighborsClassifier,salamba sirsasana,0.6,0.75,0.5,18.0
SVC,salamba sirsasana,0.6086956521739131,0.5,0.7777777777777778,18.0
MLPClassifier,salamba sirsasana,0.6382978723404256,0.5172413793103449,0.8333333333333334,18.0
QuadraticDiscriminantAnalysis,salamba sirsasana,0.7317073170731708,0.6521739130434783,0.8333333333333334,18.0
RandomForestClassifier,salamba sirsasana,0.75,0.8571428571428571,0.6666666666666666,18.0
